SOURCE,TITLE,BOOK,PART,AUTHOR,CHAPTER_NAME,CHAPTER_NUMBER,SPEAKER,TEXT_TYPE,TEXT,CHARACTERS,LOCATIONS,ARTIFACTS
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"The Ash is Yggdrasill, the World Tree, whose branches stretched out over earth and heaven. The Wolf is Fenrir (named in stanza 13), whom the Gods chained; but at the Ragnarök Fenrir will break his chains and devour Ódin.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"12 Surt (Surtr): the great demon of fire, at the Ragnarök coming out of Múspell, the land of fire, against the Gods.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"The ‘slumbering Serpent’ is Miðsgarðsormr, the Serpent of Midgard, who lay coiled through all the seas encompassing Midgard, the world of Men. The Norse name Miðgarðr corresponds to Old English Middan-geard, Middan-eard, which lie behind the later form Middle-earth.",,Middle-earth,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"The ‘shadowy ship’ is Naglfar, made of dead men’s nails.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"13 Frey (Freyr): the chief god of fertility, of peace and plenty, in Norway and Sweden; Freyja (stanza 17) was his sister.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,IX,,TEXT_EXTRA,The ‘deep Dragon’ is the Serpent of Midgard: see note on stanza 12.,,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,I ANDVARA-GULL (Andvari’s Gold),IX,,TEXT_EXTRA,"For the story in §I of the Lay of the Völsungs the sources are the Eddaic poem known as Reginsmál, the Lay of Regin, which is indeed less a poem than fragments of old verse pieced together with prose; a passage in Snorri Sturluson’s version of the Völsung legend in the Prose Edda; and the Völsunga Saga. The few verses in Reginsmál that bear on this part of the narrative (dialogue between Loki and Andvari, and between Loki and Hreidmar after the gold had been paid over) are here and there a model for the Lay, but only lines 5–6 in stanza 8 are a translation (Andvari ek heiti, Óinn hét minn faðir).",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,I ANDVARA-GULL (Andvari’s Gold),IX,,TEXT_EXTRA,"1 Of all the Northern divinities Loki is the most enigmatic; ancient Norse literature is full of references to him and stories about him, and it is not possible to characterize him in a short space. But since Loki only appears here in these poems, and in my father’s words concerning him given on p.54, it seems both suitable and sufficient to quote Snorri Sturluson’s description in the Prose Edda:",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,I ANDVARA-GULL (Andvari’s Gold),IX,,TEXT_CONTEXT,"‘Also counted among the Æsir is Loki, whom some call the mischief-maker of the Æsir, the first father of lies, and the blemish of all gods and men. Loki is handsome and fair of face but evil in his disposition and fickle in his conduct. He excels all others in that cleverness which is called cunning, and he has wiles for every circumstance. Over and over again he has brought the gods into great trouble, but often got them out of it by his guile.’",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,I ANDVARA-GULL (Andvari’s Gold),IX,,TEXT_EXTRA,"In this stanza he is called ‘lightfooted Loki’, and in Snorri’s version of the story of Andvari’s Gold it is said, as already noted, that after the payment of the ransom to Hreidmar Ódin took up his spear ‘and Loki his shoes’. Elsewhere Snorri wrote of ‘those shoes with which Loki ran through air and over water’.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,I ANDVARA-GULL (Andvari’s Gold),IX,,TEXT_EXTRA,6 Ásgard is the realm of the Gods (Æsir).,,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,I ANDVARA-GULL (Andvari’s Gold),IX,,TEXT_EXTRA,7 Rán: the wife of the sea-god Ægir; see p.189.,,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,I ANDVARA-GULL (Andvari’s Gold),IX,,TEXT_EXTRA,8 ‘I bid thee’: I offer thee.,,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,I ANDVARA-GULL (Andvari’s Gold),IX,,TEXT_EXTRA,"13–15 In these concluding stanzas the references to the hope of Ódin, and Ódin’s choice, have of course no counterparts in the Norse texts.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,"This is a rendering in verse of elements of the narrative of the earlier chapters of the Völsunga Saga. No old poetry recounting or referring to this story exists apart from a single half-stanza (see the note to stanzas 37–39), but this section of the Lay of the Völsungs can be seen as an imagination of it. It is a selection of moments of dramatic force, and many elements of the prose Saga are omitted; in particular the most savage features of the story are eliminated (see notes to stanzas 30–32, 37–39).",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,1–2 These two stanzas are an extreme reduction of the opening chapters of the Saga which tell of Völsung’s immediate ancestry in a prosaic fashion: my father clearly found this unsuited to his purpose.,,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,2 ‘child of longing’: Rerir’s wife was for long barren.,,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,"4 In the Saga the tree in the midst of King Völsung’s hall is named the Barnstock, and is said to have been an apple-tree.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,"7 ‘Birds sang blithely’: the birds were sitting in the boughs of the great tree that upheld the hall; so again in stanza 11, and see III.2.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,10 King Siggeir and many other guests came to the wedding feast held in King Völsung’s hall.,,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,"12–13 In the Saga the old man is described in terms that make it plain that he was Ódin, but he is not named. Here in the Lay he is Grímnir ‘the Masked’, a name of Ódin that does not appear at all in the Saga but is derived from the Eddaic poem Grímnismál.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,"14 ‘Gaut and Völsung’: Völsung’s children and race are often called Völsungar, Völsungs, as in the name of the Saga, and in the head-note to this section.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,"16 This was the beginning of hatred and the motive for Siggeir’s attack on Völsung and his sons when they came to Gautland as his guests (21–23); Siggeir was enraged at Sigmund’s answer, but (in the words of the Saga) ‘he was a very wily man, and he behaved as if he were indifferent’.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,"17–22 It is told in the Saga that on the day following the night of the wedding feast (‘last night I lay / where loath me was’, 19) Siggeir left very abruptly and returned with Signý to Gautland, having invited Völsung and his sons to come as his guests to Gautland three months later (21). Signý met them when they landed to warn them of what Siggeir had prepared for them (22), but (according to the Saga) Völsung would not listen to Signý’s entreaty that he return at once to his own land, nor to her request that she should be allowed to stay with her own people and not return to Siggeir.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,20 ‘toft’: homestead.,,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,"29 In the Saga the sons of Völsung were set in stocks in the forest to await the old she-wolf who came each night. Signý, on the tenth day, sent her trusted servant to Sigmund, who alone survived, to smear honey over his face and to put some in his mouth. When the wolf came she licked his face and thrust her tongue into his mouth; at which he bit into it. Then the wolf started back violently, pressing her feet against the stocks in which Sigmund was set, so that they were split open; but he held on to the wolf’s tongue so that it was torn out by the roots, and she died. ‘Some men say,’ according to the Saga, ‘that the wolf was King Siggeir’s mother, who had changed herself into this shape by witchcraft.’",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,"While in the Saga the stocks are an important element in the story at this point, in the Lay there is no suggestion of stocks, but only of fetters and shackles; the wolf is ‘torn and tongueless’, but ‘by the tree riven’. See the note on stanzas 30-32.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,"30–32 This passage is very greatly condensed, and elements in the Saga essential to the narrative are passed over. Thus in the Saga, Signý found Sigmund in the woods, and it is explicit that they decided that he should make a house for himself under the ground, where Signý would provide for his needs. There is nothing in the Saga to explain Signý’s words in the Lay ‘Dwarvish master, thy doors open!’ In the opening prose passage of this section (p.72) it is said that ‘Sigmund dwelt in a cave in the guise of a dwarvish smith.’",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,"In this connection it is curious, if nothing more, to observe that in William Morris’ poem The Story of Sigurd the Volsung Sigmund’s dwelling is explicitly ‘a stony cave’ that was once ‘a house of the Dwarfs’. It is also said in that poem (see the note to stanza 29) that by Siggeir’s orders the men who led the sons of Völsung into the forest cut down the greatest oak-tree that they could find and bound them to it ‘with bonds of iron’; and when the wolf came for Sigmund he ‘burst his bonds’ and slew it with his hands.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,"Signý had two sons by Siggeir, and when the elder was ten years old she sent him out to Sigmund in the forest to be a help to him should he attempt to avenge Völsung; but the boy, told by Sigmund to make the bread while he himself went out for firewood, was frightened to touch the bag of flour because there was something alive in it. When Sigmund told Signý about this she told him to kill the boy, since he had no heart; and Sigmund did so. The next year Signý sent her second son by Siggeir out into the woods, and things went in the same way.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,"After that Signý changed shapes with a sorceress, and the sorceress slept with Siggeir for three nights in Signý’s form, while Signý slept with her brother. The son born to them was named Sinfjötli.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,33 On lines 5–6 of this stanza see the note to 35–36.,,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,"‘bast’: flexible bark, used for making baskets, and for tying.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,"33–34 In the Saga Sigmund subjected Sinfjötli to the same test as Siggeir’s sons, and when he came back to the underground house Sinfjötli had baked the bread, but he said that he thought that there had been something alive in the flour when he started kneading it. Sigmund laughed, and said that Sinfjötli should not eat the bread he had baked, ‘for you have kneaded in a great venomous snake.’ There is no mention in the Saga of Sinfjötli’s bringing Sigmund’s sword (see note to 37–39).",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,"35–36 A long passage is devoted in the Saga to the ferocious exploits of Sigmund and Sinfjötli in the forest, where they became werewolves; and it is an important point that Sigmund thought that Sinfjötli was the son of Signý and Siggeir (cf. 33 ‘Fair one, thy father / thy face gave not’), possessing the energy and daring of the Völsungs but the evil heart of his father.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,"37–39 In the Saga Sigmund and Sinfjötli entered Siggeir’s hall and hid themselves behind ale barrels in the outer room; but the two young children of Siggeir and Signý were playing with golden toys, bowling them across the floor of the hall and running along with them, and a gold ring rolled into the room where Sigmund and Sinfjötli sat. One of the children, chasing the ring, ‘saw where two tall, grim men were sitting, with overhanging helms and shining mailcoats’; and he ran back and told his father.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,"Signý, hearing this, took the children into the outer room and urged Sigmund and Sinfjötli to kill them, since they had betrayed their hiding-place. Sigmund said that he would not kill her children even if they had given him away, but the terrible Sinfjötli made light of it, slew both children, and hurled their bodies into the hall. When Sigmund and Sinfjötli had at last been captured Siggeir had a great burial-mound made of stones and turf; and in the midst of the mound there was set a huge stone slab so that when they were put into it they were separated and could not pass the slab, but could hear each other. But before the mound was covered over Signý threw down a bundle of straw to Sinfjötli, in which was meat. In the darkness of the mound Sinfjötli discovered that Sigmund’s sword was thrust into the meat, and with the sword they were able to saw through the stone slab.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_POEM,"ristu af magni mikla hellu, Sigmundr, hjörvi, ok Sinfjötli.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,"‘They cut with strength the great slab, Sigmund and Sinfjötli, with the sword’.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,"When they got out of the mound it was night, and everyone was asleep; and bringing up wood they set fire to the hall.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,II SIGNÝ,IX,,TEXT_EXTRA,"40–41 It was now, when Sigmund told Signý to come forth, that in the Saga she revealed the truth about Sinfjötli – this is no doubt implied in stanza 41 of the Lay, ‘Son Sinfjötli, Sigmund father!’ In her last words, according to the Saga, before she went back into the fire, she declared that she had worked so mightily to achieve vengeance for Völsung that it was impossible for her now to live longer.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,III DAUÐI SINFJÖTLA (The Death of Sinfjötli),IX,,TEXT_EXTRA,"There intervenes now in the Saga, after the deaths of Signý and Siggeir, the history of Helgi Hundingsbani, an originally independent figure who had been connected to the Völsung legend by making him the son of Sigmund and Borghild (only referred to as ‘the Queen’ in this section of the Lay). In this the Saga follows the ‘Helgi lays’ of the Edda; but in his poem my father entirely eliminated this accretion, and Helgi is not mentioned.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,III DAUÐI SINFJÖTLA (The Death of Sinfjötli),IX,,TEXT_EXTRA,"1–2 In the Saga Sigmund, returning to his own land, drove out a usurper who had established himself there.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,III DAUÐI SINFJÖTLA (The Death of Sinfjötli),IX,,TEXT_EXTRA,3 ‘Grímnir’s gift’: see II.12–13 and note.,,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,III DAUÐI SINFJÖTLA (The Death of Sinfjötli),IX,,TEXT_EXTRA,"4 In Frá dauða Sinfjötla and in the Saga Sigmund’s queen is named Borghild; in the Lay she is given no name (perhaps because my father regarded the name Borghild as not original in the legend, but entering with the ‘Helgi’ connection). It is not said in the sources that she was taken in war.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,III DAUÐI SINFJÖTLA (The Death of Sinfjötli),IX,,TEXT_EXTRA,"6 In both sources Sinfjötli slew Borghild’s brother, not her father; they were suitors for the same woman. In the Saga it is told that Borghild wished to have Sinfjötli driven out of the land, and though Sigmund would not allow this he offered her great riches in atonement; it was at the funeral-feast for her brother that Sinfjötli was murdered.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,III DAUÐI SINFJÖTLA (The Death of Sinfjötli),IX,,TEXT_EXTRA,"7 It is told in the Saga, at the time of the bread-making incident, when Sinfjötli kneaded in a poisonous snake (see note to II.33–34), that Sigmund could not be harmed by poison within or without, whereas Sinfjötli could only withstand poison externally; the same is said in Frá dauða Sinfjötla and in the Prose Edda.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,III DAUÐI SINFJÖTLA (The Death of Sinfjötli),IX,,TEXT_EXTRA,"9–10 In both sources Sigmund said to Sinfjötli, when Borghild offered him drink for the third time: Láttu grön sía, sonr (‘Strain it through your beard, my son’). Sigmund was very drunk by then, says the Saga, ‘and that is why he said it’.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,III DAUÐI SINFJÖTLA (The Death of Sinfjötli),IX,,TEXT_EXTRA,"12 The boatman was Ódin (the verses describing him here are repeated in varied form in IV.8). This is not said in the old sources. In those texts the boatman offered to ferry Sigmund across the fjord, but the boat was too small to take both Sigmund and the body of Sinfjötli, so the body was taken first. Sigmund walked along the fjord, but the boat vanished. The Saga tells that Borghild was banished, and died not long after.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,III DAUÐI SINFJÖTLA (The Death of Sinfjötli),IX,,TEXT_EXTRA,13 in Valhöllu: the Norse dative inflexion is retained for metrical reasons.,,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,IV FŒDDR SIGURÐR (Sigurd born),IX,,TEXT_EXTRA,"After the expulsion of Borghild Sigmund took another wife very much younger than himself (IV.2), and she was the mother of Sigurd. In the Saga and in Fra dauða Sinfjötla her name was Hjördis, the daughter of King Eylimi; whereas in the Lay she is Sigrlinn. This difference depends on the view that a transference of names took place: that originally in the Norse legends Hjördis was the mother of Helgi (see the note to III), while Sigrlinn was Sigmund’s wife and Sigurd’s mother. After this transference Sigrlinn became the mother of Helgi (and so appears in the Eddaic poem Helgakviða Hjörvarðssonar, the Lay of Helgi son of Hjörvarð) and Hjördis became the mother of Sigurd. In the German poem Nibelungenlied, written about the beginning of the thirteenth century, Sieglind (Sigrlinn) was King Siegmund’s queen, the mother of Siegfried (Sigurd).",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,IV FŒDDR SIGURÐR (Sigurd born),IX,,TEXT_EXTRA,11 ‘wanhope’: despair.,,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,IV FŒDDR SIGURÐR (Sigurd born),IX,,TEXT_EXTRA,"13 In the Saga Sigmund named the sword that should be made from the shards Gramr; this appears in the next section of the Lay, V.18.",Gram,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,V REGIN,IX,,TEXT_EXTRA,"The sources of the story in this section of the Lay are not only the Völsunga Saga but also poems of the Edda on which the Saga drew: the conclusion of Reginsmál (see the note to section I, p.188), and Fáfnismál; the story is also briefly told by Snorri Sturluson in the Prose Edda, whereby he explains why ‘gold’ is called in poetry ‘the abode of Fáfnir’ and ‘Grani’s burden’.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,V REGIN,IX,,TEXT_EXTRA,"14 Gnitaheiði: this name in Old Norse is Gnitaheiðr, of which the second element is Old Norse heiðr ‘heath’, and it is variously anglicized as ‘Gnitaheid’, ‘Gnitaheith’, or ‘Gnitaheath’. In my father’s poems it appears several times but always in the combination ‘on Gnitaheiði’. This may be a retention of the dative case, or it may be a use of the modern Icelandic form of the word, which is heiði.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,V REGIN,IX,,TEXT_EXTRA,"17–18 It was Sigurd who broke the two swords by striking them on an anvil; whereupon, according to the Saga, he went to his mother and asked whether it were true that Sigmund had entrusted to her the fragments of his sword, and she gave them to him. On the name Gram (Gramr) see the note to IV.13.",Gram,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,V REGIN,IX,,TEXT_EXTRA,20 Both Snorri Sturluson and the Saga know of Sigurd’s testing of the sharpness of Gram by its cutting of the tuft of wool when it drifted in the water onto the sword’s edge; but only in the Lay is the river called the Rhine (Rín in Norse).,Gram,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,V REGIN,IX,,TEXT_EXTRA,21 ‘Now rede me’: Now give me counsel.,,,
