Type,Text
UNKNOWN(tp),
UNKNOWN(tp),16
TEXT_POEM,"Where the witch-hearted walks or houses linger not, lodge not, though lone the road! Though beauty blindeth bright as morning, let no daughter of kings thy dreams master!"
UNKNOWN(tp),
UNKNOWN(tp),17
TEXT_POEM,"Hail, Sigmund’s son! Swift thy glory, yet a cloud meseems creepeth nigh thee. Long life, I fear, lies not before thee, but strife and storm stand there darkly.’"
TEXT_POEM,Sigurd
UNKNOWN(tp),18
TEXT_POEM,"‘Hail, Brynhild wise! Bright thy splendour though fate be strong to find its end. Faith ever will I hold firm, unyielding, though strife and storm stand about me.’"
UNKNOWN(tp),
UNKNOWN(tp),19
TEXT_POEM,"Faith then they vowed fast, unyielding, there each to each in oaths binding. Bliss there was born when Brynhild woke; yet fate is strong to find its end."
TEXT_POEM,*
UNKNOWN(tp),
UNKNOWN(tp),20
TEXT_POEM,Ever wild and wide the wandering paths; on roads shining went riders two. High towered the helm; hair flowed in wind; mail glinted bright on mountain dark.
TEXT_POEM,Brynhild
UNKNOWN(tp),21
TEXT_POEM,"‘Here, Sigmund’s son, swift and fearless, is our way’s parting, to woe or joy. Here, lord, I leave thee, to my land turning; hence Grani bears thee glory seeking.’"
TEXT_POEM,Sigurd
UNKNOWN(tp),22
TEXT_POEM,"‘Why, Brynhild wise, bride of Völsung, when at one are the riders do our ways sunder?’"
UNKNOWN(tp),
UNKNOWN(tp),23
TEXT_POEM,"To her land she turned lonely shining; green ran the roads that Grani strode. To her land she came, long the waiting; in Gjúki’s house glad the singing."
TEXT_POEM,*
CHAPTER_NUMBER,VII
CHAPTER_NAME,GUÐRÚN
UNKNOWN(other1),"Gudrún 1 ‘O mother, hear me! Mirth is darkened, dr"
TEXT_POEM,Gudrún
UNKNOWN(tp),1
TEXT_POEM,"‘O mother, hear me! Mirth is darkened, dreams have troubled me, dreams of boding.’"
TEXT_POEM,Gudrún
UNKNOWN(tp),2
TEXT_POEM,"‘No wind, nor wraith of waking thought – a hart we hunted over hill and valley; all would take him, ’twas I caught him: his hide was golden, his horns towering."
UNKNOWN(tp),
UNKNOWN(tp),3
TEXT_POEM,"A woman wildly on the wind riding with a shaft stung him, shooting pierced him; at my knees he fell in night of woe, my heart too heavy might I hardly bear."
UNKNOWN(tp),
UNKNOWN(tp),4
TEXT_POEM,"A wolf they gave me for woe’s comfort; in my brethren’s blood he bathed me red. Dreams have vexed me, direst boding, not wind or weather or waning moon.’"
TEXT_POEM,Grímhild
UNKNOWN(tp),5
TEXT_POEM,"‘Dreams oft token the dark by light, good by evil, Gudrún daughter! Lift up thine eyes eager shining! Green lie the lands round Gjúki’s house.’"
TEXT_POEM,Gudrún
UNKNOWN(tp),6
TEXT_POEM,"‘The roads run green to the Rhine-water! Who rides here lone, arrayed for war? His helm is high, his horse fleeting, his shield is shining with sheen of gold!’"
UNKNOWN(tp),
UNKNOWN(tp),7
TEXT_POEM,"Thus Gudrún gazed, Gjúki’s daughter, from wall and window in wonder looking. Thus Sigurd rode, seed of Völsung, into Gjúki’s courts gleaming-harnessed."
UNKNOWN(tp),
UNKNOWN(tp),8
TEXT_POEM,"There Gjúki dwelt his gold dealing in Niflung land, the Niflung lord. Gunnar and Högni were Gjúki’s sons, mighty princes; men them hearkened."
UNKNOWN(tp),
UNKNOWN(tp),9
TEXT_POEM,"There Grímhild dwelt, guileful in counsel, grimhearted queen grey with wisdom, with lore of leechcraft, lore of poison, with chill enchantment and with changing spells."
UNKNOWN(tp),
UNKNOWN(tp),10
TEXT_POEM,"As ravens dark were those raven-friends; fair their faces, fierce their glances. With Huns they waged hate and warfare, gold ever gathering in great dungeons."
UNKNOWN(tp),
UNKNOWN(tp),11
TEXT_POEM,"Silent they sat when Sigurd entered Gunnar greeting, Gjúki hailing."
TEXT_POEM,Sigurd
UNKNOWN(tp),12
TEXT_POEM,"‘The son of Sigmund, Sigurd Völsung, a king’s son cometh to kingly house. Fame of Niflungs far is rumoured, not yet hath faded fame of Völsung.’"
UNKNOWN(tp),
UNKNOWN(tp),13
TEXT_POEM,"There swift for Sigurd seat was ordered; the feast grew fair, folk were mirthful. There Gunnar grasped his golden harp; while songs he sang silence fell there."
TEXT_POEM,Of these things sang Gunnar
UNKNOWN(tp),14
TEXT_POEM,"By mighty Mirkwood on the marches of the East the great Goth-kings in glory ruled. By Danpar-banks was dread warfare with the hosts of Hunland, horsemen countless."
UNKNOWN(tp),
UNKNOWN(tp),15
TEXT_POEM,"Horsemen countless hastened westward; the Borgund lords met Budli’s host. In Budli’s brother their blades reddened the glad Gjúkings, gold despoiling."
TEXT_POEM,Of these things sang Sigurd
UNKNOWN(tp),16
TEXT_POEM,"Then Sigurd seized the sounding harp; hushed they hearkened in the hall listening. The waste lay withered wide and empty; forth came Fáfnir, fire around him."
UNKNOWN(tp),
UNKNOWN(tp),17
TEXT_POEM,"Dark hung the doors on deep timbers; gold piled on gold there glittered wanly. The hoard was plundered, helm was lifted, and Grani greyfell grievous burdened."
UNKNOWN(tp),
UNKNOWN(tp),18
TEXT_POEM,"High Hindarfell, hedged with lightning, mountain mighty from mists uprose. Brynhild wakened, bright her splendour – song fell silent, and Sigurd ended."
UNKNOWN(tp),
UNKNOWN(tp),19
TEXT_POEM,"By Gjúki’s chair Grímhild hearkened, of Gudrún thinking and the golden hoard. Gunnar and Högni gladly bade him in league and love long to dwell there."
TEXT_POEM,*
UNKNOWN(tp),
UNKNOWN(tp),20
TEXT_POEM,"The Borgund lords their battle furnished; banners were broidered, blades were sharpened. White shone hauberks, helms were burnished; under horses’ hooves Hunland trembled."
UNKNOWN(tp),
UNKNOWN(tp),21
TEXT_POEM,"Grim was Gunnar on Goti riding; under haughty Högni Hölkvir strode; but fleeter was Grani, foal of Sleipnir; flamed all before the fire of Sigurd."
UNKNOWN(tp),
UNKNOWN(tp),22
TEXT_POEM,"Foes were vanquished, fields were wasted, grimly garnered Gram the harvest. Where Gjúkings rode glory won they, ever glory Sigurd greater conquered."
UNKNOWN(tp),
UNKNOWN(tp),23
TEXT_POEM,"Wide waxed their realm in world of old; Dane-king they slew, doughty princes. Dread fell on folk; doom they wielded; victory rode ever with the Völsung lord."
UNKNOWN(tp),
UNKNOWN(tp),24
TEXT_POEM,"High they honoured him, in heart loved him, Hun-gold gave him in the hall sitting. But his heart remembered house of Völsung, and Sigmund slain on sands afar."
UNKNOWN(tp),
UNKNOWN(tp),25
TEXT_POEM,"A host he gathered, help of Gjúkings; to the sea he rode and sails hoisted. His ship was shining with shields and mail; it was dragon-headed, dire and golden."
UNKNOWN(tp),
UNKNOWN(tp),26
TEXT_POEM,"As fire and tempest to his father’s land came Sigurd sailing; the sand was reddened. Clashed the cloven casque and hauberk; shields were splintered, shorn was corslet."
UNKNOWN(tp),
UNKNOWN(tp),27
TEXT_POEM,"Men learned there lived yet line of Völsung! Now of Völsung land was a Völsung lord. But the house once high was hollow, roofless; the limbs were rotten of their leafy tree."
UNKNOWN(tp),
UNKNOWN(tp),28
TEXT_POEM,"A man there walked mantled darkly, his beard was flowing, and blind his eye:"
UNKNOWN(tp),
UNKNOWN(tp),29
TEXT_POEM,"Where Sigmund drew sword of Grímnir, Gram shall shine not. Go thou, Völsung! Now king thou art of kings begotten, a bride calls thee over billowing seas.’"
TEXT_POEM,*
UNKNOWN(tp),
UNKNOWN(tp),30
TEXT_POEM,"His fleet went forth with flaming sails; goldladen ships came glad to shore. Steeds went striding, stonefire glinted, horns were sounded; home rode Sigurd."
UNKNOWN(tp),
UNKNOWN(tp),31
TEXT_POEM,"A feast they fashioned, far proclaimed it, their highroofed halls hung with splendour; boards and beakers, benches, gilded; mead poured and ale from morn to eve."
UNKNOWN(tp),
UNKNOWN(tp),32
TEXT_POEM,"A king sat Sigurd: carven silver, raiment gleaming, rings and goblets, dear things dealt he, doughty-handed, his friends enriching, fame upraising."
UNKNOWN(tp),
UNKNOWN(tp),33
TEXT_POEM,(There spake Grímhild to Gjúki’s ear:)
TEXT_POEM,Grímhild
UNKNOWN(tp),
TEXT_POEM,"‘How long shall last league unbounden? Here is worthiest lord of world’s renown! Were a daughter offered, he would dwell for ever, our strength in strife, standing bulwark.’"
TEXT_POEM,Gjúki
UNKNOWN(tp),34
TEXT_POEM,‘The gifts of kings are gold and silver; their daughters fair are dearly wooed!’
UNKNOWN(tp),
UNKNOWN(tp),35
TEXT_POEM,"Sigurd sat silent; the singing heard not but in heart Brynhild bright with splendour: ‘A queen was I once, and a king shall wed.’ Soon, thought he, soon I will seek my own."
TEXT_POEM,*
UNKNOWN(tp),
UNKNOWN(tp),36
TEXT_POEM,"Grímhild went forth to guarded bower; deep horn she filled that was darkly written. She drink of power dreadly blended; it had strength of stone, it was stained with blood."
TEXT_POEM,Grímhild
UNKNOWN(tp),37
TEXT_POEM,"‘Hail, guest and king! Good go with thee! Drink now deeply dear love’s token! A father hast thou found, and fond mother, brothers sit nigh thee. O bravest, hail!’"
UNKNOWN(tp),
UNKNOWN(tp),38
TEXT_POEM,"Deep drank Sigurd, drained it laughing, then sat unsmiling, the singing heard not."
UNKNOWN(tp),
UNKNOWN(tp),39
TEXT_POEM,"In came Gudrún gleaming-robéd, as flower unfolded fair at morning. Sigurd wondered, silent gazing; his mind was glamoured, mood confounded."
TEXT_POEM,*
CHAPTER_NUMBER,VIII
CHAPTER_NAME,SVIKIN BRYNHILDR
UNKNOWN(sub),(Brynhild Betrayed)
UNKNOWN(other1),"1 Brynhild abode a blossomed summer, homing harves"
UNKNOWN(tp),
UNKNOWN(tp),1
TEXT_POEM,"Brynhild abode a blossomed summer, homing harvest, hoary winter. A year followed year; yearning seized her: the king came not; cold weighed her heart."
UNKNOWN(tp),
UNKNOWN(tp),2
TEXT_POEM,"Of her wealth and splendour wide spread the word; kings came riding, her courts thronging. Her mood was troubled, her mind darkened; fell greeting found they, and few returned."
UNKNOWN(tp),
UNKNOWN(tp),3
TEXT_POEM,"One armed and mantled as ancient king wild steed there rode than wind fleeter. Spear upholding spiked with lightning her hall he entered, hailed her darkly:"
TEXT_POEM,King
UNKNOWN(tp),4
TEXT_POEM,"‘Bond unbroken shall be bounden oath, dreed and endured be doom appointed. Brynhild full soon shall bridal drink; choosing not the slain, shall choose the living."
UNKNOWN(tp),
UNKNOWN(tp),5
TEXT_POEM,"Brynhild must drink the bridal feast, ere winters two o’er the world be passed. A queen thou wert, a king shalt wed: Ódin dooms it; Ódin hearken!’"
UNKNOWN(tp),
UNKNOWN(tp),6
TEXT_POEM,"Fire forth blossomed, flames were kindled, high up-leaping hissed and wavered. In hall standing hedged with lightning, ‘one only’, thought she ‘can enter now!’"
TEXT_POEM,*
UNKNOWN(tp),
UNKNOWN(tp),7
TEXT_POEM,"In Gjúki’s house glad the singing. A feast they fashioned, far men sought it. To blissful Gudrún the bridal drank there golden Sigurd glorious shining."
UNKNOWN(tp),
UNKNOWN(tp),8
TEXT_POEM,"Morning woke with mirth, merry came evening; harp-strings were plucked by hands of cunning; mead poured and ale, men were joyful, of peerless kings praise uplifting."
UNKNOWN(tp),
UNKNOWN(tp),9
TEXT_POEM,"Oaths swore Sigurd for ever lasting, a bond of brotherhood in blood mingled, help in venture, in hate and battle, in need and desire, nowhere failing."
UNKNOWN(tp),
UNKNOWN(tp),10
TEXT_POEM,"Gunnar and Högni gladly swore it, as Grímhild counselled grey with wisdom. Gunnar and Högni good they deemed it; glad was Gudrún gleaming-lovely."
UNKNOWN(tp),
UNKNOWN(tp),11
TEXT_POEM,"Gudrún walked in joy, gladness round her; mornings came with mirth, mirth at sleeping. Sigurd dwelt as king sweet days and nights; high hope he had, yet in heart a shadow."
TEXT_POEM,*
UNKNOWN(tp),
UNKNOWN(tp),12
TEXT_POEM,"Wide went the word of woman mighty, of Brynhild queen bright in splendour. Grímhild hearkened, grimly pondered, of Gunnar thinking and of Gjúki’s power."
TEXT_POEM,Grímhild
UNKNOWN(tp),13
TEXT_POEM,"‘Hail, Gjúki’s son! Good go with thee! Fair flowers thy state, thy fame riseth. Who could woo as he wills, a wife yet lacketh, though his might few match, or might of friends.’"
TEXT_POEM,Gunnar
UNKNOWN(tp),14
TEXT_POEM,"‘Lo! Gjúkings’ mother grey in counsel, what wife shall Gunnar woo or look for? Fairest must be woman, of fame mightiest, that Gunnar seeketh his gold dealing.’"
TEXT_POEM,Grímhild
UNKNOWN(tp),15
TEXT_POEM,‘Of the one fairest fame is rumoured: Brynhild the queen bright in splendour. Wide walks the word of her wealth and might; though high nor humble her halls enter.’
TEXT_POEM,Gunnar
UNKNOWN(tp),16
TEXT_POEM,"‘Proud and peerless in peril woven, a queen would she be, our courts’ glory! Gunnar Gjúki’s son glory seeking at thy rede shall ride to her realm afar.’"
TEXT_POEM,Grímhild
UNKNOWN(tp),17
TEXT_POEM,"‘The son of Sigmund thy sister holds, Sigurd the mighty is thy sworn brother. At right hand in aid he shall ride with thee; counsels potent shall my cunning find you.’"
TEXT_POEM,*
UNKNOWN(tp),
UNKNOWN(tp),18
TEXT_POEM,"Gunnar rode Goti, on Grani Sigurd, Högni Hölkvir, horse night-swarthy. Steeds were striding, stonefire glinting, high wind rushing over helm and mane."
UNKNOWN(tp),
UNKNOWN(tp),19
TEXT_POEM,"Over fell and lowland and forest gloomy, over rocks and rivers their roads led them. Golden gables gleaming saw they; a light was lifted o’er the land afar."
UNKNOWN(tp),
UNKNOWN(tp),20
TEXT_POEM,"Fire forth blossomed, flames up-leaping, trees of lightning twisted branching. Gunnar smote Goti: the ground spurning he reared him backward, nor rowel heeded."
UNKNOWN(tp),
UNKNOWN(tp),21
TEXT_POEM,"Sigurd unsmiling silent waited, in his shrouded heart a shadow deepened:"
TEXT_POEM,Gunnar
UNKNOWN(tp),22
TEXT_POEM,"‘A boon grant me, O blood-brother! Goti will not bear me, now Grani lend me!’ Gunnar smote Grani: on the ground moveless grey-hewn he stood as of graven stone."
UNKNOWN(tp),
UNKNOWN(tp),23
TEXT_POEM,"Gunnar rode not the glittering flame. Oaths swore Sigurd, all fulfilled them. In hope or hate help unfailing, he Grímhild’s counsel grim refused not."
UNKNOWN(tp),
UNKNOWN(tp),24
TEXT_POEM,"Counsels potent had her cunning furnished of chill enchantment and changing spell. In Gunnar’s likeness on Grani leaped he; gold spurs glinted, Gram was brandished."
UNKNOWN(tp),
UNKNOWN(tp),25
TEXT_POEM,"The earth shivered; angry roaring fire flaming-tongued flashed heavenward. With sword smitten snorting leaped he, Grani greyfell; the ground trembled."
UNKNOWN(tp),
UNKNOWN(tp),26
TEXT_POEM,"The fire flickered; flame wavered, sank to silence slaked and fading. Swart lay the shadow of Sigurd riding in helm of terror high and looming."
UNKNOWN(tp),
UNKNOWN(tp),27
TEXT_POEM,Sigurd stood there on sword leaning; Brynhild waited a blade holding. There helméd maiden of helméd king name demanded: night fell round them.
TEXT_POEM,Sigurd
UNKNOWN(tp),28
TEXT_POEM,‘Gunnar Gjúki’s son greets and hails thee. As my queen shalt thou ride my quest fulfilling.’ As on swaying seas a swan glimmering sat she sore troubled seeking counsel:
TEXT_POEM,Brynhild
UNKNOWN(tp),29
TEXT_POEM,"‘What shall I answer in hour o’ershadowed, Gunnar, Gunnar, with gleaming eyes?’"
TEXT_POEM,Brynhild
UNKNOWN(tp),30
TEXT_POEM,"‘Gunnar, speak not of golden rings! Swords were me dearer to slay my loves. Art thou all men’s master, all surpassing? – to only such will I answer give.’"
TEXT_POEM,Sigurd
UNKNOWN(tp),31
TEXT_POEM,"‘Yea, swords hast thou reddened, swords yet shalt wield; and oaths hast thou sworn, and oaths shalt keep. Thy wall is ridden, thy wavering fire: thou art doomed him to wed who dared to pass.’"
UNKNOWN(tp),
UNKNOWN(tp),32
TEXT_POEM,"In a bed them laid Brynhild, Sigurd; a sword them sundered set there naked. Gram lay between gleaming sheathless, fate lay between forged unyielding."
UNKNOWN(tp),
UNKNOWN(tp),33
TEXT_POEM,"Dawn came on earth, day grew round them. From sleeping finger he slipped her ring, and Andvari’s gold, old, enchanted, on Brynhild’s hand bound in token."
TEXT_POEM,Sigurd
UNKNOWN(tp),34
TEXT_POEM,‘Wake thou! wake thou! Wide is daylight. I ride to my realm to array the feast.’
TEXT_POEM,*
CHAPTER_NUMBER,IX
CHAPTER_NAME,DEILD
UNKNOWN(sub),(Strife)
UNKNOWN(other1),"1 On day appointed dawn rose redly, sun sprang fie"
UNKNOWN(tp),
UNKNOWN(tp),1
TEXT_POEM,"On day appointed dawn rose redly, sun sprang fiery southward hasting. Bridal to Brynhild blissful drank he, Gunnar Gjúki’s son, gold unsparing."
UNKNOWN(tp),
UNKNOWN(tp),2
TEXT_POEM,"All surpassing, proud and ardent, Brynhild sat there, a bride and queen. All men’s master, all surpassing, in came Sigurd as sun rising."
UNKNOWN(tp),
UNKNOWN(tp),3
TEXT_POEM,"By Gudrún’s side, Gjúki’s daughter, she saw him seated – a silence fell. As stone graven stared she palely, as cold and still as carven stone."
UNKNOWN(tp),
UNKNOWN(tp),4
TEXT_POEM,"From shrouded heart the shadows parted; oaths were remembered all unfulfilled. As stone carven, stern, unbending, he sat unsmiling no sign making."
UNKNOWN(tp),
UNKNOWN(tp),5
TEXT_POEM,"Clamour rose again, clear the singing. Men were joyful – mirth they deemed it. In that hall beheld they heroes mightiest, and kings and queens crowned in splendour."
UNKNOWN(tp),
UNKNOWN(tp),
TEXT_POEM,*
UNKNOWN(tp),
UNKNOWN(tp),6
TEXT_POEM,"Forth rode Sigurd, the forest seeking, to hunt the hart; horns were sounded. To the Rhine-river, to running water, queens went comely with combs of gold."
UNKNOWN(tp),
UNKNOWN(tp),7
TEXT_POEM,Their locks they loosened. Long one waded to deeper pools darkly swirling:
TEXT_POEM,Gudrún
UNKNOWN(tp),8
TEXT_POEM,"‘More queenly I, more kingly wed! – fame all surpasses he that Fáfnir slew!’"
UNKNOWN(tp),
UNKNOWN(tp),9
TEXT_POEM,(Grim laughed Gudrún Grímhild’s daughter:)
UNKNOWN(tp),
UNKNOWN(tp),10
TEXT_POEM,"Andvari’s ring, old, enchanted, is on Brynhild’s hand bound in token. Did Gunnar give me the gleaming ring from thy hand he drew, now here on mine!’"
UNKNOWN(tp),
UNKNOWN(tp),11
TEXT_POEM,"Coldhued as death the queen was stricken, strode swift from stream as stone silent; from Rhine-river, from running water, her bower sought she brooding darkly."
UNKNOWN(tp),
UNKNOWN(tp),12
TEXT_POEM,"Dim fell evening, dusk was starless; her mind was as night as she mourned alone; alone, lightless, made lamentation:"
UNKNOWN(tp),
UNKNOWN(tp),13
TEXT_POEM,"Mine own must I have or anguish suffer, or suffer anguish Sigurd losing. Yet he is Gudrún’s and Gunnar’s I: foul wrought the fates that framed my life!’"
UNKNOWN(tp),
UNKNOWN(tp),14
TEXT_POEM,"Daylong lay she drinking nor eating, as in dead slumber or dreadful thought. Her maidens marvelled – she minded not, Gunnar sought her; grim she heard him."
UNKNOWN(tp),
UNKNOWN(tp),15
TEXT_POEM,Then spake Brynhild from bitter pondering:
TEXT_POEM,Brynhild
UNKNOWN(tp),16
TEXT_POEM,"‘King men call thee! A coward rather, from fire flinching, fearful, quaking! From witch-woman’s womb thou camest. Woe to Grímhild, woe’s contriver!’"
TEXT_POEM,Gunnar
UNKNOWN(tp),17
TEXT_POEM,"‘Vile words to use, thou Valkyrie, thou slayer of men, and sword-hearted!’"
UNKNOWN(tp),
UNKNOWN(tp),18
TEXT_POEM,"Him only loved I who all surpassed; an oath uttered, him only to wed, him only to wed who mine ardent fire vanquished valorous; I am vow-breaker."
UNKNOWN(tp),
UNKNOWN(tp),19
TEXT_POEM,"I am oath-breaker, dishonoured, humbled; I am love-bereaved and life-curséd. In thy halls shalt thou hear never happy voices, no queen in thy courts shall comely walk.’"
UNKNOWN(tp),
UNKNOWN(tp),20
TEXT_POEM,"Long there lay she in lamentation; afar heard folk her fell mourning. Gudrún she spurned, Gunnar scorning, and Högni mocking; hate was kindled."
UNKNOWN(tp),
UNKNOWN(tp),
TEXT_POEM,*
UNKNOWN(tp),
UNKNOWN(tp),21
TEXT_POEM,"From the hunt rode Sigurd home returning, found halls unlit and hearts darkened. They brought him to seek her for sorrow’s healing; his mood was loath, on the morrow went he."
UNKNOWN(tp),
UNKNOWN(tp),
TEXT_POEM,"(He draws back the coverlet from Brynhild and wakes her, as before he had done.)"
TEXT_POEM,Sigurd
UNKNOWN(tp),22
TEXT_POEM,"‘Hail, O sunlight and sun’s rising! Sleep no longer and sorrow cast thou!’"
TEXT_POEM,Sigurd
UNKNOWN(tp),23
TEXT_POEM,"‘What grief ails thee amid good liking, who to glorious Gunnar wert gladly wed?’"
TEXT_POEM,Sigurd
UNKNOWN(tp),24
TEXT_POEM,"‘Yet glory no less hath Gjúki’s son, my blood-brother, best renownéd. Well he loves thee, lord unfearing – look now and learn light yet shineth!’"
TEXT_POEM,Brynhild
UNKNOWN(tp),25
TEXT_POEM,"‘Nay, Fáfnir Sigurd fearless conquered; my wavering fire he waded twice; twice he waded tongues of lightning: so great glory never Gunnar earned.’"
TEXT_POEM,Sigurd
UNKNOWN(tp),26
TEXT_POEM,"‘That twice he waded, who told thee so? Sigurd hath not said it – why saist thou this?’"
UNKNOWN(tp),
UNKNOWN(tp),27
TEXT_POEM,"Veils of darkness they vanquished me. I am life-curséd and love-bereaved. Yet I curse thee too, cruel forswearer, who rendered to another the ring taken."
UNKNOWN(tp),
UNKNOWN(tp),28
TEXT_POEM,Gudrún I curse for cruel reproach of bed broken and body yielded. Thy glory alone seems good to thee; of all women the worst thou weenest me.’
TEXT_POEM,Sigurd
UNKNOWN(tp),29
TEXT_POEM,"‘Woe worth the words by women spoken! Woe worth the while this work began! Webs enwound me woven dreadly, my mind shadowing, my mood darkening."
UNKNOWN(tp),
UNKNOWN(tp),30
TEXT_POEM,"Long I loved thee, long desiring. Thee only would I hold, now all I know. My mood mastering, my mind wielding, I sat unsmiling, no sign making."
UNKNOWN(tp),
UNKNOWN(tp),31
TEXT_POEM,"This solace sought I, that I saw thee still, the one hall walking though wife of other.’"
TEXT_POEM,Sigurd
UNKNOWN(tp),32
TEXT_POEM,"‘Is hope all fallen, is healing vain? Must fate fierce-hearted thus find its end?’"
TEXT_POEM,Sigurd
UNKNOWN(tp),33
TEXT_POEM,"‘Swords lightly sleep, soon may I feel them! Then would Brynhild die – bitter would she deem it.’"
TEXT_POEM,Sigurd
UNKNOWN(tp),34
TEXT_POEM,"‘Yet Gunnar would I slay, Gudrún forsake, from death thee to keep, our doom o’ercoming!’"
UNKNOWN(tp),
UNKNOWN(tp),
TEXT_POEM,*
UNKNOWN(tp),
UNKNOWN(tp),35
TEXT_POEM,"Forth went Sigurd filled with anguish, his heart was swollen in heaving breast. Mail-rings clutched him, marred his breathing, to his flesh cutting fiercely straining."
UNKNOWN(tp),
UNKNOWN(tp),36
TEXT_POEM,There stood Gudrún gleaming-lovely:
UNKNOWN(tp),
UNKNOWN(tp),37
TEXT_POEM,Gudrún wanly grasped him weeping:
UNKNOWN(tp),
UNKNOWN(tp),38
TEXT_POEM,(Then spake Gunnar gloomy-hearted:)
UNKNOWN(tp),
UNKNOWN(tp),39
TEXT_POEM,"Then Gunnar offered gold and silver, gold and silver gleaming-hoarded."
UNKNOWN(tp),
UNKNOWN(tp),40
TEXT_POEM,"All men’s master, all surpassing, such only ever shall earn my love. Than thy liege lower thou art less become, a Völsung’s squire, a vassal’s servant!"
UNKNOWN(tp),
UNKNOWN(tp),41
TEXT_POEM,"From thy bed parting, at thy board humbled I will leave thee alone to laughter of men, if life thou allowest to liege forsworn, if thou slay not Sigurd, thy sister’s lord.’"
TEXT_POEM,Gunnar
UNKNOWN(tp),42
TEXT_POEM,"‘Fell-hearted thou, and foe of peace! I oaths have sworn for ever lasting, bonds of brotherhood in blood mingled; though Brynhild bid it, I may break them not.’"
TEXT_POEM,Brynhild
UNKNOWN(tp),43
TEXT_POEM,"‘Oaths too I swore for ever lasting – light thou heldest them! I am love-betrayed. Sigurd thou sent me, thy sworn brother. My bed he entered, by my body laid him, betrayed thy trust, betraying me."
UNKNOWN(tp),
UNKNOWN(tp),44
TEXT_POEM,"To Gudrún he told it, Gudrún knoweth. In shame am I shrouded, and shamed art thou!’ Gunnar came forth grievous-hearted, daylong he sat, deeply brooding."
UNKNOWN(tp),
UNKNOWN(tp),45
TEXT_POEM,"From mood to mood his mind wandered, from shame to shame shorn of friendship. Högni called he to hidden counsel, his true brother, whom he trusted well."
TEXT_POEM,Gunnar
UNKNOWN(tp),46
TEXT_POEM,"‘Evil wrought Sigurd: oaths he swore me, oaths he swore me, all belied them; betrayed my trust, whom I trusted most, truth forswearing, whom most true I deemed.’"
TEXT_POEM,Högni
UNKNOWN(tp),47
TEXT_POEM,"‘Brynhild beguiles thee baleful-hearted, woe devising to woe stings thee; loathing Gudrún, her love grudging, thy love loathing, she lies to thee.’"
TEXT_POEM,Gunnar
UNKNOWN(tp),48
TEXT_POEM,"‘Brynhild, Brynhild, I better hold her than all women, than all treasure. I will life sooner leave than lose her now, than live lonely for laughter of men."
UNKNOWN(tp),
UNKNOWN(tp),49
TEXT_POEM,"Let us slay Sigurd – forsworn is he! Let us lords be alone of our lands again! Let us slay Sigurd, this sorrow ending, and masters make us of his mighty hoard!’"
TEXT_POEM,Högni
UNKNOWN(tp),50
TEXT_POEM,"‘Woe worth the words by women spoken! Lords unassailed our league made us. The might of Sigurd we shall mourn later, and the sister-sons this sire had got us.’"
UNKNOWN(tp),
UNKNOWN(tp),51
TEXT_POEM,"To Gotthorm turning, Grímhild’s offspring, greyhearted lord, Gunnar hailed him:"
UNKNOWN(tp),
UNKNOWN(tp),52
TEXT_POEM,"Gold he promised him and great lordship; his bastard blood burned with hunger. Snake’s flesh they took, seethed it darkly, wolf-meat gave him, wine enchanted."
UNKNOWN(tp),
UNKNOWN(tp),53
TEXT_POEM,"Drunk with madness, dire and wolvish, he grinned and gnashed his grinding teeth. Of guile unworthy, no guile dreaming, yet doom foreboding, drear went Sigurd."
UNKNOWN(tp),
UNKNOWN(tp),54
TEXT_POEM,"To the forest fared he, falcon loosing, with hounds hunting, for harm’s solace. Gotthorm rode there, and Grani marked he, assailing Sigurd, with searing words."
TEXT_POEM,Gotthorm
UNKNOWN(tp),55
TEXT_POEM,"‘O werewolf’s son and war-captive, what huntest here where hart roameth – thou wooer of women and wife-marrer, who wouldst lord all alone our lands and queens!’"
UNKNOWN(tp),
UNKNOWN(tp),56
TEXT_POEM,Sword touched Sigurd swart-red flushing; white blanched the knuckles on hilt clenching:
UNKNOWN(tp),
UNKNOWN(tp),57
TEXT_POEM,"Gotthorm he left to grind his teeth; back rode Sigurd foreboding ill. Night fell starless, none were waking; asleep was Gudrún by Sigurd dreaming."
UNKNOWN(tp),
UNKNOWN(tp),58
TEXT_POEM,"Dawn came wanly: drunk with hatred there Gotthorm stalked as glowering wolf. Sword leaped naked, sleeping stabbed him, pierced through to pillow, pinned in anguish."
UNKNOWN(tp),
UNKNOWN(tp),59
TEXT_POEM,"Forth sprang the wolf by fear blinded of awful eyes that opened wide. Gram was brandished, gleaming handled, hissing hurled aloft at hasting beast."
UNKNOWN(tp),
UNKNOWN(tp),60
TEXT_POEM,"At the door he tumbled dreadly crying; there hell took him hewn asunder. Forth crashed the head, feet fell backward; blood ran darkly on bower threshold."
UNKNOWN(tp),
UNKNOWN(tp),61
TEXT_POEM,"In sweet embrace to sleep she went, to grief unending Gudrún wakened, to her bliss drowning in blood flowing. in flowing blood of fairest lord."
UNKNOWN(tp),
UNKNOWN(tp),62
TEXT_POEM,Breast white and bare she beat so sore that Sigurd raised him from soaking pillow:
UNKNOWN(tp),
UNKNOWN(tp),63
TEXT_POEM,"Brynhild wrought this: best she loved me, worst she dealt me, worst belied me. I Gunnar never grieved nor injured; oaths I swore him, all fulfilled them!’"
