Type,Text
TEXT_STORY,"The village of Bree had some hundred stone houses of the Big Folk, mostly above the Road, nestling on the hillside with windows looking west. On that side, running in more than half a circle from the hill and back to it, there was a deep dike with a thick hedge on the inner side. Over this the Road crossed by a causeway; but where it pierced the hedge it was barred by a great gate. There was another gate in the southern corner where the Road ran out of the village. The gates were closed at nightfall; but just inside them were small lodges for the gatekeepers."
TEXT_STORY,"It was dark, and white stars were shining, when Frodo and his companions came at last to the Greenway-crossing and drew near the village. They came to the West-gate and found it shut; but at the door of the lodge beyond it, there was a man sitting. He jumped up and fetched a lantern and looked over the gate at them in surprise."
TEXT_STORY,"The hobbits rode on up a gentle slope, passing a few detached houses, and drew up outside the inn. The houses looked large and strange to them. Sam stared up at the inn with its three storeys and many windows, and felt his heart sink. He had imagined himself meeting giants taller than trees, and other creatures even more terrifying, some time or other in the course of his journey; but at the moment he was finding his first sight of Men and their tall houses quite enough, indeed too much for the dark end of a tiring day. He pictured black horses standing all saddled in the shadows of the inn-yard, and Black Riders peering out of dark upper windows."
TEXT_STORY,"The company was in the big common-room of the inn. The gathering was large and mixed, as Frodo discovered, when his eyes got used to the light. This came chiefly from a blazing log-fire, for the three lamps hanging from the beams were dim, and half veiled in smoke. Barliman Butterbur was standing near the fire, talking to a couple of dwarves and one or two strange-looking men. On the benches were various folk: men of Bree, a collection of local hobbits (sitting chattering together), a few more dwarves, and other vague figures difficult to make out away in the shadows and corners."
TEXT_POEM,"There is an inn, a merry old inn"
TEXT_POEM,"beneath an old grey hill,"
TEXT_POEM,And there they brew a beer so brown
TEXT_POEM,That the Man in the Moon himself came down
TEXT_POEM,one night to drink his fill.
TEXT_POEM,The ostler has a tipsy cat
TEXT_POEM,that plays a five-stringed fiddle;
TEXT_POEM,"And up and down he runs his bow,"
TEXT_POEM,"Now squeaking high, now purring low,"
TEXT_POEM,now sawing in the middle.
TEXT_POEM,The landlord keeps a little dog
TEXT_POEM,that is mighty fond of jokes;
TEXT_POEM,"When there’s good cheer among the guests,"
TEXT_POEM,He cocks an ear at all the jests
TEXT_POEM,and laughs until he chokes.
TEXT_POEM,They also keep a hornéd cow
TEXT_POEM,as proud as any queen;
TEXT_POEM,"But music turns her head like ale,"
TEXT_POEM,And makes her wave her tufted tail
TEXT_POEM,and dance upon the green.
TEXT_POEM,And O! the rows of silver dishes
TEXT_POEM,and the store of silver spoons!
TEXT_POEM,"For Sunday * there’s a special pair,"
TEXT_POEM,And these they polish up with care
TEXT_POEM,on Saturday afternoons.
TEXT_POEM,"The Man in the Moon was drinking deep,"
TEXT_POEM,and the cat began to wail;
TEXT_POEM,"A dish and a spoon on the table danced,"
TEXT_POEM,"The cow in the garden madly pranced,"
TEXT_POEM,and the little dog chased his tail.
TEXT_POEM,"The Man in the Moon took another mug,"
TEXT_POEM,and then rolled beneath his chair;
TEXT_POEM,"And there he dozed and dreamed of ale,"
TEXT_POEM,"Till in the sky the stars were pale,"
TEXT_POEM,and dawn was in the air.
TEXT_POEM,Then the ostler said to his tipsy cat:
TEXT_POEM,"‘The white horses of the Moon,"
TEXT_POEM,They neigh and champ their silver bits;
TEXT_POEM,"But their master’s been and drowned his wits,"
TEXT_POEM,and the Sun’ll be rising soon!’
TEXT_POEM,"So the cat on his fiddle played hey-diddle-diddle,"
TEXT_POEM,a jig that would wake the dead:
TEXT_POEM,"He squeaked and sawed and quickened the tune,"
TEXT_POEM,While the landlord shook the Man in the Moon:
TEXT_POEM,‘It’s after three!’ he said.
TEXT_POEM,They rolled the Man slowly up the hill
TEXT_POEM,"and bundled him into the Moon,"
TEXT_POEM,"While his horses galloped up in rear,"
TEXT_POEM,"And the cow came capering like a deer,"
TEXT_POEM,and a dish ran up with the spoon.
TEXT_POEM,Now quicker the fiddle went deedle-dum-diddle;
TEXT_POEM,"the dog began to roar,"
TEXT_POEM,The cow and the horses stood on their heads;
TEXT_POEM,The guests all bounded from their beds
TEXT_POEM,and danced upon the floor.
TEXT_POEM,With a ping and a pong the fiddle-strings broke!
TEXT_POEM,"the cow jumped over the Moon,"
TEXT_POEM,"And the little dog laughed to see such fun,"
TEXT_POEM,And the Saturday dish went off at a run
TEXT_POEM,with the silver Sunday spoon.
TEXT_POEM,The round Moon rolled behind the hill
TEXT_POEM,as the Sun raised up her head.
TEXT_POEM,She * hardly believed her fiery eyes;
TEXT_POEM,"For though it was day, to her surprise"
TEXT_POEM,they all went back to bed!
TEXT_STORY,"Meanwhile an argument was going on by the fireplace. Mr. Butterbur had come trotting in, and he was now trying to listen to several conflicting accounts of the event at the same time."
CHAPTER_NUMBER,Chapter 10
CHAPTER_NAME,STRIDER
TEXT_CONTEXT,"Frodo, Pippin, and Sam made their way back to the parlour. There was no light. Merry was not there, and the fire had burned low. It was not until they had puffed up the embers into a blaze and thrown on a couple of faggots that they discovered Strider had come with them. There he was calmly sitting in a chair by the door!"
TEXT_STORY,"There was a silence. At last Frodo spoke to Pippin and Sam: ‘I ought to have guessed it from the way the gatekeeper greeted us,’ he said. ‘And the landlord seems to have heard something. Why did he press us to join the company? And why on earth did we behave so foolishly: we ought to have stayed quiet in here.’"
TEXT_STORY,"At that moment there came a knock at the door. Mr. Butterbur had arrived with candles, and behind him was Nob with cans of hot water. Strider withdrew into a dark corner."
TEXT_CONTEXT,"Mr. FRODO BAGGINS, BAG END, HOBBITON in the SHIRE."
TEXT_STORY,"‘Well?’ said Strider. ‘When are you going to open that letter?’ Frodo looked carefully at the seal before he broke it. It seemed certainly to be Gandalf’s. Inside, written in the wizard’s strong but graceful script, was the following message:"
TEXT_CONTEXT,"THE PRANCING PONY, BREE. Midyear’s Day, Shire Year, 1418."
TEXT_LETTER,"Dear Frodo,"
TEXT_LETTER,"Bad news has reached me here. I must go off at once. You had better leave Bag End soon, and get out of the Shire before the end of July at latest. I will return as soon as I can; and I will follow you, if I find that you are gone. Leave a message for me here, if you pass through Bree. You can trust the landlord (Butterbur). You may meet a friend of mine on the Road: a Man, lean, dark, tall, by some called Strider. He knows our business and will help you. Make for Rivendell. There I hope we may meet again. If I do not come, Elrond will advise you."
TEXT_LETTER,Yours in haste
TEXT_LETTER,GANDALF.
TEXT_POEM,"All that is gold does not glitter,"
TEXT_POEM,Not all those who wander are lost;
TEXT_POEM,"The old that is strong does not wither,"
TEXT_POEM,Deep roots are not reached by the frost.
TEXT_POEM,"From the ashes a fire shall be woken,"
TEXT_POEM,A light from the shadows shall spring;
TEXT_POEM,"Renewed shall be blade that was broken,"
TEXT_POEM,The crownless again shall be king.
TEXT_LETTER,Fare Well!
TEXT_STORY,"There was a long silence. At last Frodo spoke with hesitation. ‘I believed that you were a friend before the letter came,’ he said, ‘or at least I wished to. You have frightened me several times tonight, but never in the way that servants of the Enemy would, or so I imagine. I think one of his spies would – well, seem fairer and feel fouler, if you understand.’"
TEXT_STORY,"At that moment they heard a door slam; then feet came running along the passage. Merry came in with a rush followed by Nob. He shut the door hastily, and leaned against it. He was out of breath. They stared at him in alarm for a moment before he gasped: ‘I have seen them, Frodo! I have seen them! Black Riders!’"
CHAPTER_NUMBER,Chapter 11
CHAPTER_NAME,A KNIFE IN THE DARK
TEXT_CONTEXT,"As they prepared for sleep in the inn at Bree, darkness lay on Buckland; a mist strayed in the dells and along the river-bank. The house at Crickhollow stood silent. Fatty Bolger opened the door cautiously and peered out. A feeling of fear had been growing on him all day, and he was unable to rest or go to bed: there was a brooding threat in the breathless night-air. As he stared out into the gloom, a black shadow moved under the trees; the gate seemed to open of its own accord and close again without a sound. Terror seized him. He shrank back, and for a moment he stood trembling in the hall. Then he shut and locked the door."
TEXT_SPECIAL,AWAKE! FEAR! FIRE! FOES! AWAKE!
TEXT_SPECIAL,FEAR! FIRE! FOES!
TEXT_SPECIAL,AWAKE! AWAKE!
TEXT_STORY,"In the early night Frodo woke from deep sleep, suddenly, as if some sound or presence had disturbed him. He saw that Strider was sitting alert in his chair: his eyes gleamed in the light of the fire, which had been tended and was burning brightly; but he made no sign or movement."
TEXT_STORY,"In the end there was more than three hours’ delay. Bob came back with the report that no horse or pony was to be got for love or money in the neighbourhood – except one: Bill Ferny had one that he might possibly sell. ‘A poor old half-starved creature it is,’ said Bob; ‘but he won’t part with it for less than thrice its worth, seeing how you’re placed, not if I knows Bill Ferny.’"
TEXT_STORY,"After their breakfast the hobbits had to re-pack, and get together further supplies for the longer journey they were now expecting. It was close on ten o’clock before they at last got off. By that time the whole of Bree was buzzing with excitement. Frodo’s vanishing trick; the appearance of the black horsemen; the robbing of the stables; and not least the news that Strider the Ranger had joined the mysterious hobbits, made such a tale as would last for many uneventful years. Most of the inhabitants of Bree and Staddle, and many even from Combe and Archet, were crowded in the road to see the travellers start. The other guests in the inn were at the doors or hanging out of the windows."
TEXT_STORY,"At last they left the village behind. The escort of children and stragglers that had followed them got tired and turned back at the South-gate. Passing through, they kept on along the Road for some miles. It bent to the left, curving back into its eastward line as it rounded the feet of Bree-hill, and then it began to run swiftly downwards into wooded country. To their left they could see some of the houses and hobbit-holes of Staddle on the gentler south-eastern slopes of the hill; down in a deep hollow away north of the Road there were wisps of rising smoke that showed where Combe lay; Archet was hidden in the trees beyond."
TEXT_STORY,"Whether because of Strider’s skill or for some other reason, they saw no sign and heard no sound of any other living thing all that day: neither two-footed, except birds; nor four-footed, except one fox and a few squirrels. The next day they began to steer a steady course eastwards; and still all was quiet and peaceful. On the third day out from Bree they came out of the Chetwood. The land had been falling steadily, ever since they turned aside from the Road, and they now entered a wide flat expanse of country, much more difficult to manage. They were far beyond the borders of the Bree-land, out in the pathless wilderness, and drawing near to the Midgewater Marshes."
TEXT_STORY,"They had not gone far on the fifth day when they left the last straggling pools and reed-beds of the marshes behind them. The land before them began steadily to rise again. Away in the distance eastward they could now see a line of hills. The highest of them was at the right of the line and a little separated from the others. It had a conical top, slightly flattened at the summit."
TEXT_STORY,"All that day they plodded along, until the cold and early evening came down. The land became drier and more barren; but mists and vapours lay behind them on the marshes. A few melancholy birds were piping and wailing, until the round red sun sank slowly into the western shadows; then an empty silence fell. The hobbits thought of the soft light of sunset glancing through the cheerful windows of Bag End far away."
TEXT_STORY,"The hills drew nearer. They made an undulating ridge, often rising almost to a thousand feet, and here and there falling again to low clefts or passes leading into the eastern land beyond. Along the crest of the ridge the hobbits could see what looked to be the remains of green-grown walls and dikes, and in the clefts there still stood the ruins of old works of stone. By night they had reached the feet of the westward slopes, and there they camped. It was the night of the fifth of October, and they were six days out from Bree."
TEXT_POEM,Gil-galad was an Elven-king.
TEXT_POEM,Of him the harpers sadly sing:
TEXT_POEM,the last whose realm was fair and free
TEXT_POEM,between the Mountains and the Sea.
TEXT_POEM,"His sword was long, his lance was keen,"
TEXT_POEM,his shining helm afar was seen;
TEXT_POEM,the countless stars of heaven’s field
TEXT_POEM,were mirrored in his silver shield.
TEXT_POEM,"But long ago he rode away,"
TEXT_POEM,and where he dwelleth none can say;
TEXT_POEM,for into darkness fell his star
TEXT_POEM,in Mordor where the shadows are.
TEXT_STORY,"It was already mid-day when they drew near the southern end of the path, and saw before them, in the pale clear light of the October sun, a grey-green bank, leading up like a bridge on to the northward slope of the hill. They decided to make for the top at once, while the daylight was broad. Concealment was no longer possible, and they could only hope that no enemy or spy was observing them. Nothing was to be seen moving on the hill. If Gandalf was anywhere about, there was no sign of him."
TEXT_STORY,"Sam and Peregrin had not been idle. They had explored the small dell and the surrounding slopes. Not far away they found a spring of clear water in the hillside, and near it footprints not more than a day or two old. In the dell itself they found recent traces of a fire, and other signs of a hasty camp. There were some fallen rocks on the edge of the dell nearest to the hill. Behind them Sam came upon a small store of firewood neatly stacked."
TEXT_STORY,"Down in the lowest and most sheltered corner of the dell they lit a fire, and prepared a meal. The shades of evening began to fall, and it grew cold. They were suddenly aware of great hunger, for they had not eaten anything since breakfast; but they dared not make more than a frugal supper. The lands ahead were empty of all save birds and beasts, unfriendly places deserted by all the races of the world. Rangers passed at times beyond the hills, but they were few and did not stay. Other wanderers were rare, and of evil sort: trolls might stray down at times out of the northern valleys of the Misty Mountains. Only on the Road would travellers be found, most often dwarves, hurrying along on business of their own, and with no help and few words to spare for strangers."
TEXT_POEM,"The leaves were long, the grass was green,"
TEXT_POEM,"The hemlock-umbels tall and fair,"
TEXT_POEM,And in the glade a light was seen
TEXT_POEM,Of stars in shadow shimmering.
TEXT_POEM,Tinúviel was dancing there
TEXT_POEM,"To music of a pipe unseen,"
TEXT_POEM,"And light of stars was in her hair,"
TEXT_POEM,And in her raiment glimmering.
TEXT_POEM,"There Beren came from mountains cold,"
TEXT_POEM,"And lost he wandered under leaves,"
TEXT_POEM,And where the Elven-river rolled
TEXT_POEM,He walked alone and sorrowing.
TEXT_POEM,He peered between the hemlock-leaves
TEXT_POEM,And saw in wonder flowers of gold
TEXT_POEM,"Upon her mantle and her sleeves,"
TEXT_POEM,And her hair like shadow following.
TEXT_POEM,Enchantment healed his weary feet
TEXT_POEM,That over hills were doomed to roam;
TEXT_POEM,"And forth he hastened, strong and fleet,"
TEXT_POEM,And grasped at moonbeams glistening.
TEXT_POEM,Through woven woods in Elvenhome
TEXT_POEM,"She lightly fled on dancing feet,"
TEXT_POEM,And left him lonely still to roam
TEXT_POEM,In the silent forest listening.
TEXT_POEM,He heard there oft the flying sound
TEXT_POEM,"Of feet as light as linden-leaves,"
TEXT_POEM,"Or music welling underground,"
TEXT_POEM,In hidden hollows quavering.
TEXT_POEM,"Now withered lay the hemlock-sheaves,"
TEXT_POEM,And one by one with sighing sound
TEXT_POEM,Whispering fell the beechen leaves
TEXT_POEM,In the wintry woodland wavering.
TEXT_POEM,"He sought her ever, wandering far"
TEXT_POEM,"Where leaves of years were thickly strewn,"
TEXT_POEM,By light of moon and ray of star
TEXT_POEM,In frosty heavens shivering.
TEXT_POEM,"Her mantle glinted in the moon,"
TEXT_POEM,As on a hill-top high and far
TEXT_POEM,"She danced, and at her feet was strewn"
TEXT_POEM,A mist of silver quivering.
TEXT_POEM,"When winter passed, she came again,"
TEXT_POEM,"And her song released the sudden spring,"
TEXT_POEM,"Like rising lark, and falling rain,"
TEXT_POEM,And melting water bubbling.
TEXT_POEM,He saw the elven-flowers spring
TEXT_POEM,"About her feet, and healed again"
TEXT_POEM,He longed by her to dance and sing
TEXT_POEM,Upon the grass untroubling.
TEXT_POEM,"Again she fled, but swift he came."
TEXT_POEM,Tinúviel! Tinúviel!
TEXT_POEM,He called her by her Elvish name;
TEXT_POEM,And there she halted listening.
TEXT_POEM,"One moment stood she, and a spell"
TEXT_POEM,"His voice laid on her: Beren came,"
TEXT_POEM,And doom fell on Tinúviel
TEXT_POEM,That in his arms lay glistening.
TEXT_POEM,As Beren looked into her eyes
TEXT_POEM,"Within the shadows of her hair,"
TEXT_POEM,The trembling starlight of the skies
TEXT_POEM,He saw there mirrored shimmering.
TEXT_POEM,"Tinúviel the elven-fair,"
TEXT_POEM,"Immortal maiden elven-wise,"
TEXT_POEM,About him cast her shadowy hair
TEXT_POEM,And arms like silver glimmering.
TEXT_POEM,"Long was the way that fate them bore,"
TEXT_POEM,"O’er stony mountains cold and grey,"
TEXT_POEM,"Through halls of iron and darkling door,"
TEXT_POEM,And woods of nightshade morrowless.
TEXT_POEM,"The Sundering Seas between them lay,"
TEXT_POEM,"And yet at last they met once more,"
TEXT_POEM,And long ago they passed away
TEXT_POEM,In the forest singing sorrowless.
CHAPTER_NUMBER,Chapter 12
CHAPTER_NAME,FLIGHT TO THE FORD
TEXT_CONTEXT,"When Frodo came to himself he was still clutching the Ring desperately. He was lying by the fire, which was now piled high and burning brightly. His three companions were bending over him."
TEXT_STORY,"Frodo dozed, though the pain of his wound was slowly growing, and a deadly chill was spreading from his shoulder to his arm and side. His friends watched over him, warming him, and bathing his wound. The night passed slowly and wearily. Dawn was growing in the sky, and the dell was filling with grey light, when Strider at last returned."
TEXT_STORY,"They made their way slowly and cautiously round the southwestern slopes of the hill, and came in a little while to the edge of the Road. There was no sign of the Riders. But even as they were hurrying across they heard far away two cries: a cold voice calling and a cold voice answering. Trembling they sprang forward, and made for the thickets that lay ahead. The land before them sloped away southwards, but it was wild and pathless; bushes and stunted trees grew in dense patches with wide barren spaces in between. The grass was scanty, coarse, and grey; and the leaves in the thickets were faded and falling. It was a cheerless land, and their journey was slow and gloomy. They spoke little as they trudged along. Frodo’s heart was grieved as he watched them walking beside him with their heads down, and their backs bowed under their burdens. Even Strider seemed tired and heavy-hearted."
TEXT_STORY,"Next day, early in the morning, they came down again to the borders of the Road. Sam and Strider went forward, but they found no sign of any travellers or riders. Here under the shadow of the hills there had been some rain. Strider judged that it had fallen two days before, and had washed away all footprints. No horseman had passed since then, as far as he could see."
TEXT_STORY,"At once they went on again. They crossed the Bridge in safety, hearing no sound but the water swirling against its three great arches. A mile further on they came to a narrow ravine that led away northwards through the steep lands on the left of the Road. Here Strider turned aside, and soon they were lost in a sombre country of dark trees winding among the feet of sullen hills."
TEXT_STORY,"The hills now began to shut them in. The Road behind held on its way to the River Bruinen, but both were now hidden from view. The travellers came into a long valley; narrow, deeply cloven, dark and silent. Trees with old and twisted roots hung over cliffs, and piled up behind into mounting slopes of pine-wood."
TEXT_STORY,"In the morning he woke to find that the rain had stopped. The clouds were still thick, but they were breaking, and pale strips of blue appeared between them. The wind was shifting again. They did not start early. Immediately after their cold and comfortless breakfast Strider went off alone, telling the others to remain under the shelter of the cliff, until he came back. He was going to climb up, if he could, and get a look at the lie of the land."
TEXT_STORY,"Night was cold up on the high ridge. They lit a small fire down under the gnarled roots of an old pine, that hung over a shallow pit: it looked as if stone had once been quarried there. They sat huddled together. The wind blew chill through the pass, and they heard the tree-tops lower down moaning and sighing. Frodo lay half in a dream, imagining that endless dark wings were sweeping by above him, and that on the wings rode pursuers that sought him in all the hollows of the hills."
TEXT_STORY,"As soon as they had eaten they set out again. They climbed slowly down the southern side of the ridge; but the way was much easier than they had expected, for the slope was far less steep on this side, and before long Frodo was able to ride again. Bill Ferny’s poor old pony was developing an unexpected talent for picking out a path, and for sparing its rider as many jolts as possible. The spirits of the party rose again. Even Frodo felt better in the morning light, but every now and again a mist seemed to obscure his sight, and he passed his hands over his eyes."
TEXT_STORY,"The sun was now high, and it shone down through the half-stripped branches of the trees, and lit the clearing with bright patches of light. They halted suddenly on the edge, and peered through the tree-trunks, holding their breath. There stood the trolls: three large trolls. One was stooping, and the other two stood staring at him."
TEXT_POEM,"Troll sat alone on his seat of stone,"
TEXT_POEM,And munched and mumbled a bare old bone;
TEXT_POEM,"For many a year he had gnawed it near,"
TEXT_POEM,For meat was hard to come by.
TEXT_POEM,Done by! Gum by!
TEXT_POEM,"In a cave in the hills he dwelt alone,"
TEXT_POEM,And meat was hard to come by.
TEXT_POEM,Up came Tom with his big boots on.
TEXT_POEM,"Said he to Troll: ‘Pray, what is yon?"
TEXT_POEM,"For it looks like the shin o’ my nuncle Tim,"
TEXT_POEM,As should be a-lyin’ in graveyard.
TEXT_POEM,Caveyard! Paveyard!
TEXT_POEM,"This many a year has Tim been gone,"
TEXT_POEM,And I thought he were lyin’ in graveyard.’
TEXT_POEM,"‘My lad,’ said Troll, ‘this bone I stole."
TEXT_POEM,But what be bones that lie in a hole?
TEXT_POEM,"Thy nuncle was dead as a lump o’ lead,"
TEXT_POEM,Afore I found his shinbone.
TEXT_POEM,Tinbone! Thinbone!
TEXT_POEM,"He can spare a share for a poor old troll,"
TEXT_POEM,For he don’t need his shinbone.’
TEXT_POEM,Said Tom: ‘I don’t see why the likes o’ thee
TEXT_POEM,Without axin’ leave should go makin’ free
TEXT_POEM,With the shank or the shin o’ my father’s kin;
TEXT_POEM,So hand the old bone over!
TEXT_POEM,Rover! Trover!
TEXT_POEM,"Though dead he be, it belongs to he;"
TEXT_POEM,So hand the old bone over!’
TEXT_POEM,"‘For a couple o’ pins,’ says Troll, and grins,"
TEXT_POEM,"‘I’ll eat thee too, and gnaw thy shins."
TEXT_POEM,A bit o’ fresh meat will go down sweet!
TEXT_POEM,I’ll try my teeth on thee now.
TEXT_POEM,Hee now! See now!
TEXT_POEM,I’m tired o’ gnawing old bones and skins;
TEXT_POEM,I’ve a mind to dine on thee now.’
TEXT_POEM,"But just as he thought his dinner was caught,"
TEXT_POEM,He found his hands had hold of naught.
TEXT_POEM,"Before he could mind, Tom slipped behind"
TEXT_POEM,And gave him the boot to larn him.
TEXT_POEM,Warn him! Darn him!
TEXT_POEM,"A bump o’ the boot on the seat, Tom thought,"
TEXT_POEM,Would be the way to larn him.
TEXT_POEM,But harder than stone is the flesh and bone
TEXT_POEM,Of a troll that sits in the hills alone.
TEXT_POEM,"As well set your boot to the mountain’s root,"
TEXT_POEM,For the seat of a troll don’t feel it.
TEXT_POEM,Peel it! Heal it!
TEXT_POEM,"Old Troll laughed, when he heard Tom groan,"
TEXT_POEM,And he knew his toes could feel it.
TEXT_POEM,"Tom’s leg is game, since home he came,"
TEXT_POEM,And his bootless foot is lasting lame;
TEXT_POEM,"But Troll don’t care, and he’s still there"
TEXT_POEM,With the bone he boned from its owner.
TEXT_POEM,Doner! Boner!
TEXT_POEM,"Troll’s old seat is still the same,"
TEXT_POEM,And the bone he boned from its owner!
TEXT_STORY,"‘Well, that’s a warning to us all!’ laughed Merry. ‘It is as well you used a stick, and not your hand, Strider!’"
TEXT_STORY,"In the afternoon they went on down the woods. They were probably following the very track that Gandalf, Bilbo, and the dwarves had used many years before. After a few miles they came out on the top of a high bank above the Road. At this point the Road had left the Hoarwell far behind in its narrow valley, and now clung close to the feet of the hills, rolling and winding eastward among woods and heather-covered slopes towards the Ford and the Mountains. Not far down the bank Strider pointed out a stone in the grass. On it roughly cut and now much weathered could still be seen dwarf-runes and secret marks."
TEXT_STORY,"The Road lay quiet under the long shadows of early evening. There was no sign of any other travellers to be seen. As there was now no other possible course for them to take, they climbed down the bank, and turning left went off as fast as they could. Soon a shoulder of the hills cut off the light of the fast westering sun. A cold wind flowed down to meet them from the mountains ahead."
TEXT_STORY,"To that Frodo had no answer, and he was persuaded to mount Glorfindel’s white horse. The pony was laden instead with a great part of the others’ burdens, so that they now marched lighter, and for a time made good speed; but the hobbits began to find it hard to keep up with the swift tireless feet of the Elf. On he led them, into the mouth of darkness, and still on under the deep clouded night. There was neither star nor moon. Not until the grey of dawn did he allow them to halt. Pippin, Merry, and Sam were by that time nearly asleep on their stumbling legs; and even Strider seemed by the sag of his shoulders to be weary. Frodo sat upon the horse in a dark dream."
TEXT_STORY,"They had rested rather less than five hours when they took to the Road again. Glorfindel still urged them on, and only allowed two brief halts during the day’s march. In this way they covered almost twenty miles before nightfall, and came to a point where the Road bent right and ran down towards the bottom of the valley, now making straight for the Bruinen. So far there had been no sign or sound of pursuit that the hobbits could see or hear; but often Glorfindel would halt and listen for a moment, if they lagged behind, and a look of anxiety clouded his face. Once or twice he spoke to Strider in the elf-tongue."
TEXT_STORY,"The hobbits were still weary, when they set out again early next morning. There were many miles yet to go between them and the Ford, and they hobbled forward at the best pace they could manage."
BOOK,BOOK TWO
CHAPTER_NUMBER,Chapter 1
CHAPTER_NAME,MANY MEETINGS
TEXT_CONTEXT,"Frodo woke and found himself lying in bed. At first he thought that he had slept late, after a long unpleasant dream that still hovered on the edge of memory. Or perhaps he had been ill? But the ceiling looked strange; it was flat, and it had dark beams richly carved. He lay a little while longer looking at patches of sunlight on the wall, and listening to the sound of a waterfall."
TEXT_STORY,"Frodo was now safe in the Last Homely House east of the Sea. That house was, as Bilbo had long ago reported, ‘a perfect house, whether you like food or sleep or story-telling or singing, or just sitting and thinking best, or a pleasant mixture of them all’. Merely to be there was a cure for weariness, fear, and sadness."
TEXT_STORY,"The hall of Elrond’s house was filled with folk: Elves for the most part, though there were a few guests of other sorts. Elrond, as was his custom, sat in a great chair at the end of the long table upon the dais; and next to him on the one side sat Glorfindel, on the other side sat Gandalf."
TEXT_STORY,"At length the feast came to an end. Elrond and Arwen rose and went down the hall, and the company followed them in due order. The doors were thrown open, and they went across a wide passage and through other doors, and came into a further hall. In it were no tables, but a bright fire was burning in a great hearth between the carven pillars upon either side."
TEXT_STORY,"Frodo hid the Ring away, and the shadow passed leaving hardly a shred of memory. The light and music of Rivendell was about him again. Bilbo smiled and laughed happily. Every item of news from the Shire that Frodo could tell – aided and corrected now and again by Sam – was of the greatest interest to him, from the felling of the least tree to the pranks of the smallest child in Hobbiton. They were so deep in the doings of the Four Farthings that they did not notice the arrival of a man clad in dark green cloth. For many minutes he stood looking down at them with a smile."
TEXT_STORY,"Frodo was left to himself for a while, for Sam had fallen asleep. He was alone and felt rather forlorn, although all about him the folk of Rivendell were gathered. But those near him were silent, intent upon the music of the voices and the instruments, and they gave no heed to anything else. Frodo began to listen."
TEXT_POEM,Eärendil was a mariner
TEXT_POEM,that tarried in Arvernien;
TEXT_POEM,he built a boat of timber felled
TEXT_POEM,in Nimbrethil to journey in;
TEXT_POEM,"her sails he wove of silver fair,"
TEXT_POEM,"of silver were her lanterns made,"
TEXT_POEM,"her prow he fashioned like a swan,"
TEXT_POEM,and light upon her banners laid.
TEXT_POEM,"In panoply of ancient kings,"
TEXT_POEM,in chainéd rings he armoured him;
TEXT_POEM,his shining shield was scored with runes
TEXT_POEM,to ward all wounds and harm from him;
TEXT_POEM,"his bow was made of dragon-horn,"
TEXT_POEM,"his arrows shorn of ebony,"
TEXT_POEM,"of silver was his habergeon,"
TEXT_POEM,his scabbard of chalcedony;
TEXT_POEM,"his sword of steel was valiant,"
TEXT_POEM,"of adamant his helmet tall,"
TEXT_POEM,"an eagle-plume upon his crest,"
TEXT_POEM,upon his breast an emerald.
TEXT_POEM,Beneath the Moon and under star
TEXT_POEM,"he wandered far from northern strands,"
TEXT_POEM,bewildered on enchanted ways
TEXT_POEM,beyond the days of mortal lands.
TEXT_POEM,From gnashing of the Narrow Ice
TEXT_POEM,"where shadow lies on frozen hills,"
TEXT_POEM,from nether heats and burning waste
TEXT_POEM,"he turned in haste, and roving still"
TEXT_POEM,on starless waters far astray
TEXT_POEM,"at last he came to Night of Naught,"
TEXT_POEM,"and passed, and never sight he saw"
TEXT_POEM,of shining shore nor light he sought.
TEXT_POEM,"The winds of wrath came driving him,"
TEXT_POEM,and blindly in the foam he fled
TEXT_POEM,"from west to east, and errandless,"
TEXT_POEM,unheralded he homeward sped.
TEXT_POEM,"There flying Elwing came to him,"
TEXT_POEM,and flame was in the darkness lit;
TEXT_POEM,more bright than light of diamond
TEXT_POEM,the fire upon her carcanet.
TEXT_POEM,The Silmaril she bound on him
TEXT_POEM,"and crowned him with the living light,"
TEXT_POEM,and dauntless then with burning brow
TEXT_POEM,he turned his prow; and in the night
TEXT_POEM,from Otherworld beyond the Sea
TEXT_POEM,"there strong and free a storm arose,"
TEXT_POEM,a wind of power in Tarmenel;
TEXT_POEM,by paths that seldom mortal goes
TEXT_POEM,his boat it bore with biting breath
TEXT_POEM,as might of death across the grey
TEXT_POEM,and long-forsaken seas distressed:
TEXT_POEM,from east to west he passed away.
TEXT_POEM,Through Evernight he back was borne
TEXT_POEM,on black and roaring waves that ran
TEXT_POEM,o’er leagues unlit and foundered shores
TEXT_POEM,"that drowned before the Days began,"
TEXT_POEM,until he heard on strands of pearl
TEXT_POEM,"where ends the world the music long,"
TEXT_POEM,where ever-foaming billows roll
TEXT_POEM,the yellow gold and jewels wan.
TEXT_POEM,He saw the Mountain silent rise
TEXT_POEM,where twilight lies upon the knees
TEXT_POEM,"of Valinor, and Eldamar"
TEXT_POEM,beheld afar beyond the seas.
TEXT_POEM,A wanderer escaped from night
TEXT_POEM,"to haven white he came at last,"
TEXT_POEM,to Elvenhome the green and fair
TEXT_POEM,"where keen the air, where pale as glass"
TEXT_POEM,beneath the Hill of Ilmarin
TEXT_POEM,a-glimmer in a valley sheer
TEXT_POEM,the lamplit towers of Tirion
